"phrase_id","phrase_text","phrase_text_lower"
"897","The richtext editor is active. Disable it?","the richtext editor is active. disable it?"
"898","%s paths repaired.","%s paths repaired."
"899","Connect tags","connect tags"
"900","No Content","no content"
"901","Public","public"
"902","Prepared","prepared"
"903","Delete a language version of this page","delete a language version of this page"
"904","Default language","default language"
"905","Delete translation","delete translation"
"906","Linktype","linktype"
"907","General","general"
"908","unlimited","unlimited"
"909","Available Tags","available tags"
"910","Linked Tags","linked tags"
"911","Avaliable permissions","avaliable permissions"
"912","Permission inheritance","permission inheritance"
"913","Handoff to","handoff to"
"914","Published to","published to"
"915","Published from","published from"
"916","Publication period","publication period"
"917","ISO Format YYYY-DD-MM HH:MM","iso format yyyy-dd-mm hh:mm"
"918","Changelevel","changelevel"
"919","Audited","audited"
"920","Move page ""%s"" (%s) to trash folder?","move page ""%s"" (%s) to trash folder?"
"921","Tag unlinked.","tag unlinked."
"922","Tag linked.","tag linked."
"923","Delete version","delete version"
"924","Delete version for ""%s"" from %s?","delete version for ""%s"" from %s?"
"925","Linked permissions","linked permissions"
"926","Delete published translation of page ""%s"" (%s)?","delete published translation of page ""%s"" (%s)?"
"927","Publication","publication"
"928","Params","params"
"929","Publish box","publish box"
"930","This box is used by the following topics","this box is used by the following topics"
"931","Box and links deleted.","box and links deleted."
"932","Published box deleted.","published box deleted."
"933","Versions deleted.","versions deleted."
"934","Delete box ""%s"" (%s)?","delete box ""%s"" (%s)?"
"1561","Deleted category #%d.","deleted category #%d."
"936","Ouput Filter","ouput filter"
"937","New filter","new filter"
"938","No Configuration needed.","no configuration needed."
"939","Extension","extension"
"940","Charset","charset"
"941","Content-type","content-type"
"942","Filter Module","filter module"
"943","Output Filter","output filter"
"944","Delete filter","delete filter"
"945","Delete filter ""%s"" (%s)?","delete filter ""%s"" (%s)?"
"946","Edit filter properties","edit filter properties"
"947","Usage Overview","usage overview"
"948","Full page","full page"
"949","Output filter modified.","output filter modified."
"950","Output filter added.","output filter added."
"951","Output filter deleted.","output filter deleted."
"952","Unlink","unlink"
"953","Unlink output filter ""%s"" (%d) from view ""%s"" (%d)?","unlink output filter ""%s"" (%d) from view ""%s"" (%d)?"
"954","Category Information","category information"
"955","Add Tag","add tag"
"956","Edit tags","edit tags"
"957","Add Category","add category"
"958","New category ""%s"" (%d) has been added successfully.","new category ""%s"" (%d) has been added successfully."
"959","Edit Category","edit category"
"960","Category ""%s"" (%d) has been updated.","category ""%s"" (%d) has been updated."
"961","Delete Tag","delete tag"
"962","Edit Tag","edit tag"
"963","Tag ""%s"" (%d) has been updated.","tag ""%s"" (%d) has been updated."
"964","New tag ""%s"" (%d) has been added successfully.","new tag ""%s"" (%d) has been added successfully."
"1220","XSLT Template","xslt template"
"1221","MailingView ""%s"" (%d) successfully created.","mailingview ""%s"" (%d) successfully created."
"1222","Mailinglist ""%s"" (%d) has been deleted.","mailinglist ""%s"" (%d) has been deleted."
"1223","Mailing ""%s"" (%d) successfully created.","mailing ""%s"" (%d) successfully created."
"1224","MailingContent ""%s"" (%d) has been deleted.","mailingcontent ""%s"" (%d) has been deleted."
"1225","Do you really want to delete content ""%s"" (%d)?","do you really want to delete content ""%s"" (%d)?"
"1226","MailingContent ""%s"" (%d) successfully created.","mailingcontent ""%s"" (%d) successfully created."
"1227","Do you really want to delete output (%d)?","do you really want to delete output (%d)?"
"1228","You did not select an output filter yet.","you did not select an output filter yet."
"1229","Mailingoutput (%d) has been deleted.","mailingoutput (%d) has been deleted."
"1230","Mailing Output (%d) successfully created.","mailing output (%d) successfully created."
"1231","Summary","summary"
"1856","Browse Glossary","browse glossary"
"1857","Deactivate","deactivate"
"1233","Rights","rights"
"1234","New skill","new skill"
"1235","Skill","skill"
"1236","Delete skill ""%s (%d)""?","delete skill ""%s (%d)""?"
"1237","Delete skill","delete skill"
"1238","New property","new property"
"1239","Needed field","needed field"
"1240","Property data","property data"
"1241","Fulltext","fulltext"
"1242","Synchronize table structure","synchronize table structure"
"1243","Time To Live","time to live"
"1244","Mediafile","mediafile"
"1245","Copyright","copyright"
"1246","Remove publication","remove publication"
"1247","Delete language versions of page ""%s"" (%s)?","delete language versions of page ""%s"" (%s)?"
"1248","Select language version to delete.","select language version to delete."
"1249","Synchronize","synchronize"
"1899","Word exists already!","word exists already!"
"1898","Word added to ignoreword list.","word added to ignoreword list."
"1253","Delete all events of selected type?","delete all events of selected type?"
"1254","Empty statistic cache","empty statistic cache"
"1255","You can not add your own IP to the blacklist.","you can not add your own ip to the blacklist."
"1256","IP added to whitelist.","ip added to whitelist."
"1257","Support","support"
"1258","Help","help"
"1259","News","news"
"1260","User Manual","user manual"
"1261","System Information","system information"
"1262","Bug Report","bug report"
"1263","Bug","bug"
"1264","Add form","add form"
"1265","Delete form","delete form"
"1266","Delete all","delete all"
"1267","Delete all entries","delete all entries"
"1268","View all","view all"
"1269","Send email to user using your email client","send email to user using your email client"
"1270","Feedback submissions","feedback submissions"
"1271","Export","export"
"1272","Valid","valid"
"1273","Blocked","blocked"
"1274","Display","display"
"1275","Feedback forms","feedback forms"
"1276","Subject/Sender","subject/sender"
"1277","This result is cached.","this result is cached."
"1278","Click here to force update of cache.","click here to force update of cache."
"1279","Overview Statistic","overview statistic"
"1280","Visitors","visitors"
"1281","Sum","sum"
"1282","Timeunit","timeunit"
"1283","Impressions","impressions"
"1284","Download the graph for ""%s"" as SVG","download the graph for ""%s"" as svg"
"1285","Entry Pages Statistic","entry pages statistic"
"1286","Exit Pages Statistic","exit pages statistic"
"1287","%s Seconds/Visitor","%s seconds/visitor"
"1288","Ratio","ratio"
"1289","Operating Systems","operating systems"
"1290","Seconds","seconds"
"1291","Download Statistic of MediaDB items","download statistic of mediadb items"
"1292","Visit Duration Statistic","visit duration statistic"
"1293","Visit Depth Statistic","visit depth statistic"
"1294","%s Pages/Visitor","%s pages/visitor"
"1295","Operatingsystem","operatingsystem"
"1296","Visits","visits"
"1297","Topic","topic"
"1298","Topics Statistic","topics statistic"
"1299","Operating Systems Statistic","operating systems statistic"
"1300","Page views","page views"
"1301","Output mode","output mode"
"1302","Item","item"
"1303","User Agents","user agents"
"1304","Useragent","useragent"
"1305","User Agents Statistic","user agents statistic"
"1306","Useragent/Operatingsystem","useragent/operatingsystem"
"1307","Useragent/Operatingsystem Combinations Statistic","useragent/operatingsystem combinations statistic"
"1308","Clickpath Statistic","clickpath statistic"
"1309","...this many visitors came","...this many visitors came"
"1310","From this location...","from this location..."
"1311","To this location...","to this location..."
"1312","...this many visitors went","...this many visitors went"
"1313","...this many hits were counted","...this many hits were counted"
"1314","Visitors left to...","visitors left to..."
"1315","Referer Statistic","referer statistic"
"1316","Send error","send error"
"1317","Confirmation Email Body","confirmation email body"
"1318","Email body sent to surfer.","email body sent to surfer."
"1319","Confirmation Email Subject","confirmation email subject"
"1320","Email subject sent to surfer. Leave empty for not sending any email to surfer.","email subject sent to surfer. leave empty for not sending any email to surfer."
"1321","Feedback message","feedback message"
"1322","Feedback subject","feedback subject"
"1323","Use {%Fieldname%} to put in the fields of the formular that the sender filled out.","use {%fieldname%} to put in the fields of the formular that the sender filled out."
"1324","Sender name field","sender name field"
"1325","Field of generated formular, on that the sender will type in his/her name.","field of generated formular, on that the sender will type in his/her name."
"1326","Sender mail field","sender mail field"
"1327","Field of generated formular, on that the sender will type in his/her mail address.","field of generated formular, on that the sender will type in his/her mail address."
